uid,email,age,product_name,product_type,quantity,purchase_price,purchase_date,purchase_address,long,lat
ixjzypetoch9df2f26ne1d1oyi0m,e4io4@gmail.com,27.0,FOREST PCH480ML,minuman manis,1,9300.0,2024-01-31,,110.436116940641,-0.773124844796218
25ydozrmz5evh0ulljb3e7aluhnn,aaex2@gmail.com,39.0,S.BRD TA POLO KEJU,makanan pokok,3,9000.0,2024-04-23,,110.435584952132,-0.773173238254771
evek1lrur3le1s8rcqie8r6auwqj,e57wv@gmail.com,56.0,FOREST PCH480ML,minuman manis,2,9300.0,2024-04-07,,110.435391393512,-0.773540822446672
fnsi7etywup5uned0u2s1j9m60po,4lb4b@gmail.com,18.0,KANZER BAKSO HOT 55G,makanan gurih,3,9000.0,2024-07-01,,110.435241122111,-0.773374308990175
v0hvneobxnt5h4qp9r3aiwu05w3g,adb2d@gmail.com,40.0,S.BRD TA CHOCO FLAT,makanan manis,4,10000.0,2024-05-11,,110.434945070451,-0.772617257586572
n10i9uzi9i1by7214cplxvwufevk,sfv48@gmail.com,40.0,CIMORY BLYC120G,minuman manis,4,8500.0,2024-04-19,,110.435699007419,-0.77321580906734
1mr9rc8su3g6493m0bt07l4ftp4z,ag1ar@gmail.com,26.0,ICHITAN MLK BRWN 300,minuman manis,3,9900.0,2024-03-28,,110.433763515816,-0.773464938817285
q4z8egbdkn3rdfk96dw9imxuyyzq,5b18h@gmail.com,40.0,AQUA AIR MINERAL 1500,minuman sehat,1,6600.0,2024-01-23,,110.437659919246,-0.772948658479713
tys4ius4051q5y9478lz46zpmsk6,72df4@gmail.com,55.0,INDF IC RB RD VLT55,makanan pokok,4,4500.0,2024-01-21,,110.435758781825,-0.77335113176288
5ryba8186lg2epoi1sx71m5kalg2,65laz@gmail.com,28.0,B/P MANGGA HARUM MNS,makanan manis,2,10000.0,2024-02-21,,110.436817174187,-0.773105516127698
4fzevl9ot4d4qx3r9g4o1uq9foht,nuuek@gmail.com,35.0,INDF IC RB RD VLT55,makanan pokok,1,4500.0,2024-08-16,,110.43555494959,-0.77181617448999
5qnoytiyjqih5rv99mnwctq6n27t,whbfo@gmail.com,16.0,AQUA AIR MINERAL 600,minuman sehat,1,3500.0,2024-09-01,,110.437137673797,-0.772873519968366
id4x78m5hyjovogxr61lbyppfu45,su5pt@gmail.com,29.0,IDM KCNG BUMBU 150G,makanan pokok,1,9900.0,2024-08-27,,110.435131540498,-0.773356513185413
wj5au3t05yauwn9h4q0pwmuc8l8n,mva7u@gmail.com,24.0,AQUA AIR MINERAL 600,minuman sehat,4,3500.0,2024-09-24,,110.4351381328,-0.772054941761084
pahle977w7o5yn949h2w4a7ipaku,e536m@gmail.com,17.0,CIMORY BLYC120G,minuman manis,3,8500.0,2024-04-20,,110.436134505103,-0.772004014069772
i4f9dghptxzvfvmbqzznu1479xxe,a8mh4@gmail.com,24.0,KUSUKA LH 60G,makanan gurih,1,6500.0,2024-04-25,,110.434280834862,-0.773141979404405
q4z8egbdkn3rdfk96dw9imxuyyzq,5b18h@gmail.com,40.0,WETZ WIPES 30 GRNTEA,personal hygiene,1,17900.0,2024-03-15,,110.436104928936,-0.771894931199726
aocoaouae82a2n4njs23s5la63b3,smjmc@gmail.com,26.0,ICHITAN MLK BRWN 300,minuman manis,3,9900.0,2024-06-23,,110.434494245652,-0.774143206849045
ka7t9nmqeli0r4f0hx4dwvmnxrbi,tqbho@gmail.com,24.0,SQ GREENTEA 22G,makanan manis,3,13400.0,2024-03-04,,110.435508771096,-0.772813671943734
cw43tqho5u4kfk9oz272fnbuqr9u,78c62@gmail.com,27.0,OREO ORIGINAL 119.5G,makanan manis,4,10000.0,2024-03-25,,110.436130931526,-0.772197879064777
3mgcbmi47h0g08n41vv912omzj0x,trqef@gmail.com,45.0,MD ALMOND RING,makanan manis,4,7500.0,2024-03-11,,110.437064504985,-0.774060461115331
hjndlyr86db26a84nbi8pepcv2tx,16vtv@gmail.com,56.0,ICHITAN MLK BRWN 300,minuman manis,4,9900.0,2024-09-12,,110.436079620329,-0.772710435578178
v0hvneobxnt5h4qp9r3aiwu05w3g,adb2d@gmail.com,40.0,INDF IC RB RD VLT55,makanan pokok,4,4500.0,2024-06-16,,110.437306475419,-0.772519388171811
ixjzypetoch9df2f26ne1d1oyi0m,e4io4@gmail.com,27.0,WETZ WIPES 30 GRNTEA,personal hygiene,4,17900.0,2024-05-08,,110.435094208481,-0.772196145920976
qvgf7xdeuqeeosgxrm8o3f2q7jht,spdkd@gmail.com,27.0,OREO ORIGINAL 119.5G,makanan manis,3,10000.0,2024-10-17,,110.434145998442,-0.774293176756414
uihyr2cfbb3wc756zw8aqapxuik1,24mpd@gmail.com,37.0,ULTRA FC 250 ML,minuman manis,3,7500.0,2024-05-30,,110.437019881142,-0.772766132899827
a0zr459ebcnatt72g96se9jszzid,nkh7o@gmail.com,35.0,LEMNRL AIR600ML,minuman sehat,2,3700.0,2024-03-10,,110.436323857693,-0.773580090663957
yc3b5tfmztyxia0hutaet44qe1k8,ai252@gmail.com,53.0,KUSUKA LH 60G,makanan gurih,2,6500.0,2024-09-05,,110.436612239069,-0.771879145857731
wso4if5wvizwn3gklu4dq2d3b7y4,o2j5l@gmail.com,53.0,CIMORY BLYC120G,minuman manis,1,8500.0,2024-06-15,,110.436799197398,-0.773762927759022
evek1lrur3le1s8rcqie8r6auwqj,e57wv@gmail.com,56.0,AQUA AIR MINERAL 1500,minuman sehat,3,6600.0,2024-09-23,,110.435351032382,-0.77180001411879
x5s1tvrt9eisxillo73kgsq8jpiw,mmd4d@gmail.com,16.0,IDM KCNG BUMBU 150G,makanan pokok,1,9900.0,2024-06-13,,110.436268687525,-0.77205024210726
iw80wae9vysd0qv1pjtdff7i44h1,0p2q9@gmail.com,54.0,TESSA FAC LOONEY TP3,personal hygiene,2,7500.0,2024-01-15,,110.43489566263,-0.774642764313605
6wtz0wtxonv5hukq3vq4l3c278ve,vaqyk@gmail.com,54.0,SR TWR SPC,makanan pokok,2,15000.0,2024-03-05,,110.435905127022,-0.773119526992675
o4qf9hk10zkcdi0kg46ezlo7w51u,mq7yl@gmail.com,17.0,AQUA AIR MINERAL 1500,minuman sehat,3,6600.0,2024-01-24,,110.436416969721,-0.773811311752338
gkq0rsrqluty56kutfgcoexfmf76,pzdj7@gmail.com,17.0,SR TWR SPC,makanan pokok,4,15000.0,2024-03-18,,110.436128078092,-0.773349366749098
lv62muh4jnpyuq3qmgkst6c156dm,3ozu3@gmail.com,15.0,NIPISMADU 330ML,minuman manis,4,3900.0,2024-01-13,,110.437032992039,-0.774255721017094
hl7fufmfhgotne6nk38b0qy5u2hv,1xgf8@gmail.com,41.0,S.BRD TA POLO KEJU,makanan pokok,3,9000.0,2024-08-07,,110.434742014733,-0.77191605461494
heh59eq0i9p66b2keetfttfx8p6k,lx24z@gmail.com,37.0,TEREA PRPL WAVE 20S,unknown,3,30000.0,2024-09-03,,110.436231715277,-0.773383393498001
73xxdxazt7g6vanswiujv3bnbbtg,t5bq5@gmail.com,18.0,GG SURYA 12,produk dewasa,1,27200.0,2024-08-09,,110.437014104688,-0.772197777626132
aocoaouae82a2n4njs23s5la63b3,smjmc@gmail.com,26.0,GG SURYA CKT16,produk dewasa,1,36700.0,2024-03-03,,110.435060806711,-0.772197357722915
ss3spq1j1wrxgc8akuc6k9q7920r,xkeso@gmail.com,47.0,BENG2 SHARE 10S,makanan manis,3,16400.0,2024-12-27,,110.435904087229,-0.772386453707708
gk6y6crohgh7wkidxzvec490udi6,xdte5@gmail.com,26.0,ULTRA FC 250 ML,minuman manis,2,7500.0,2024-12-19,,110.435722830849,-0.773147442341061
gksvu1ysvmys8tn75gcevwb9ntlv,dqw5a@gmail.com,40.0,SQ GREENTEA 22G,makanan manis,3,13400.0,2024-05-04,,110.435468586952,-0.771944849906759
uihyr2cfbb3wc756zw8aqapxuik1,24mpd@gmail.com,37.0,S.BRD TA CHOCO FLAT,makanan manis,1,10000.0,2024-02-07,,110.433947300016,-0.774056551030356
zmi3b75y9g5fbe58vxr6uk4ylxg8,66ogl@gmail.com,35.0,NIPISMADU 330ML,minuman manis,1,3900.0,2024-12-09,,110.437142696142,-0.772472030734493
ftqoyk4fq7213ga30sh03yek1eha,4zvdi@gmail.com,58.0,KNZLR SGL GJ65G,makanan gurih,4,8900.0,2024-09-08,,110.43516554831,-0.773775361232739
aocoaouae82a2n4njs23s5la63b3,smjmc@gmail.com,26.0,POKKA GRN TEA NS 450,minuman sehat,3,10200.0,2024-10-19,,110.434814793971,-0.773313690276536
hg3g6i8mq66w77gn3pgk9yvrebdh,mezij@gmail.com,52.0,S.BRD TA CHOCO FLAT,makanan manis,2,10000.0,2024-12-04,,110.434056913388,-0.772176131274508
yss2fpc6uiw0iyvqvtd2s9w4fcge,5mx7o@gmail.com,50.0,POKKA GRN TEA NS 450,minuman sehat,2,10200.0,2024-07-27,,110.43549515302,-0.77282731664104
ixjzypetoch9df2f26ne1d1oyi0m,e4io4@gmail.com,27.0,FOREST PCH480ML,minuman manis,3,9300.0,2024-12-12,,110.436856250666,-0.774252079487313
8gvawe84eauowueunh7c8g5gtdvc,orgen@gmail.com,57.0,FOREST PCH480ML,minuman manis,3,9300.0,2024-03-01,,110.435424674173,-0.773354386432102
jxfq3lbfoagfo1a7v4usk15fp1em,uuqsb@gmail.com,40.0,INDOMIE RDG 91G,makanan pokok,1,3100.0,2024-09-13,,110.434704268074,-0.774245615075358
jljk74mpvc5jieq4ze3flwrt8yot,nnmd3@gmail.com,25.0,FOREST PCH480ML,minuman manis,3,9300.0,2024-02-27,,110.435082884653,-0.772833610724926
m5abav66glikph7l6dd5dpvsk7tu,vhx40@gmail.com,18.0,IDM KCNG BUMBU 150G,makanan pokok,2,9900.0,2024-12-20,,110.435918577001,-0.773276247262376
4fzevl9ot4d4qx3r9g4o1uq9foht,nuuek@gmail.com,35.0,YUPI NEON 45G,makanan manis,1,5500.0,2024-04-02,,110.436355682857,-0.773432715422197
q4z8egbdkn3rdfk96dw9imxuyyzq,5b18h@gmail.com,40.0,INDF IC RB RD VLT55,makanan pokok,2,4500.0,2024-07-19,,110.436200304907,-0.773689468912661
hjndlyr86db26a84nbi8pepcv2tx,16vtv@gmail.com,56.0,GATSBY CLG. D/OCN. 175,personal hygiene,3,22000.0,2024-12-29,,110.434056002923,-0.772994325972064
5qmmkfu5m86ktcsrm5db1gtmouvc,ht0on@gmail.com,49.0,FOREST PCH480ML,minuman manis,2,9300.0,2024-04-25,,110.435580774891,-0.773311303319384
5qnoytiyjqih5rv99mnwctq6n27t,whbfo@gmail.com,16.0,S.BRD TA CHOCO FLAT,makanan manis,1,10000.0,2024-12-11,,110.435994994935,-0.771895915686124
sg89ckc9u1w0bojptjldka5xh8gh,r5dwv@gmail.com,39.0,KUSUKA LH 60G,makanan gurih,3,6500.0,2024-11-22,,110.435834717893,-0.773548849477289
gk6y6crohgh7wkidxzvec490udi6,xdte5@gmail.com,26.0,GG SURYA CKT16,produk dewasa,1,36700.0,2024-01-18,,110.435291682428,-0.772651239466079
v0hvneobxnt5h4qp9r3aiwu05w3g,adb2d@gmail.com,40.0,CCBB STR STK 5S,makanan gurih,4,16800.0,2024-12-21,,110.435317921742,-0.773106801302416
5qmmkfu5m86ktcsrm5db1gtmouvc,ht0on@gmail.com,49.0,INDF IC RB RD VLT55,makanan pokok,4,4500.0,2024-01-20,,110.435316929312,-0.774721484141169
vi2nml74gpdbne8xee91iyvsaw40,22bg7@gmail.com,39.0,TEREA PRPL WAVE 20S,unknown,4,30000.0,2024-01-04,,110.437196633432,-0.773505280057078
v0hvneobxnt5h4qp9r3aiwu05w3g,adb2d@gmail.com,40.0,TESSA FAC LOONEY TP3,personal hygiene,2,7500.0,2024-07-26,,110.436347120564,-0.773996456651368
pahle977w7o5yn949h2w4a7ipaku,e536m@gmail.com,17.0,INDOMIE RDG 91G,makanan pokok,4,3100.0,2024-06-17,,110.437206323555,-0.773620040395484
gksvu1ysvmys8tn75gcevwb9ntlv,dqw5a@gmail.com,40.0,FOREST PCH480ML,minuman manis,2,9300.0,2024-07-04,,110.434694493938,-0.773364959006797
pahle977w7o5yn949h2w4a7ipaku,e536m@gmail.com,17.0,GG SURYA 12,produk dewasa,1,27200.0,2024-11-24,,110.436492934321,-0.772698506103914
yc3b5tfmztyxia0hutaet44qe1k8,ai252@gmail.com,53.0,CHUPA GUM FR11G,makanan manis,2,5500.0,2024-06-14,,110.435906718116,-0.773226107907203
y9125ul5wsjatspzrfovvg68p9u9,bonlg@gmail.com,46.0,CHUPA BELT 8G,makanan manis,2,3000.0,2024-03-17,,110.435698864185,-0.773522899964818
o4qf9hk10zkcdi0kg46ezlo7w51u,mq7yl@gmail.com,17.0,GG SURYA 12,produk dewasa,4,27200.0,2024-03-01,,110.435592550167,-0.77332225090834
nzp2s5tjkru93kokd0l8wptr27yb,ymfe7@gmail.com,48.0,IDM KCNG BUMBU 150G,makanan pokok,2,9900.0,2024-06-19,,110.435698542665,-0.773196006170194
5qnoytiyjqih5rv99mnwctq6n27t,whbfo@gmail.com,16.0,POKKA GREEN TEA 450,minuman manis,3,7300.0,2024-04-12,,110.434587164584,-0.774011909616179
nzp2s5tjkru93kokd0l8wptr27yb,ymfe7@gmail.com,48.0,INDF IC RB RD VLT55,makanan pokok,2,4500.0,2024-08-23,,110.434891100542,-0.773174186604458
aocoaouae82a2n4njs23s5la63b3,smjmc@gmail.com,26.0,AQUA AIR MINERAL 600,minuman sehat,4,3500.0,2024-05-08,,110.43480800285,-0.772639985999551
94plj3fnifeu7vfeewcte1phij5y,b3elr@gmail.com,55.0,INDOMIE RDG 91G,makanan pokok,3,3100.0,2024-07-07,,110.435707674313,-0.773358385909257
0zibfx7nflamwhywmxj8k7tmf85c,scqai@gmail.com,56.0,CCBB STR STK 5S,makanan gurih,4,16800.0,2024-01-29,,110.435247392424,-0.773085222008707
zl8qm1xffy476k5w4aitzvqeaxwy,8bezk@gmail.com,16.0,TEREA PRPL WAVE 20S,unknown,4,30000.0,2024-06-14,,110.435181721174,-0.772303968118867
iw80wae9vysd0qv1pjtdff7i44h1,0p2q9@gmail.com,54.0,FOREST PCH480ML,minuman manis,3,9300.0,2024-03-30,,110.434057346034,-0.773268457217744
kpyk3qgpuefvd4b9h4eszricpdcm,yqj8w@gmail.com,44.0,ULTRA FC 250 ML,minuman manis,3,7500.0,2024-09-11,,110.435260611231,-0.77201521251764
vhmmypmo3u5x861y72ju8jw69a59,wya2b@gmail.com,52.0,KANZER BAKSO HOT 55G,makanan gurih,3,9000.0,2024-05-12,,110.435467363878,-0.773359324902661
0u9jhaabbtjmop736glbu208889f,ow0ny@gmail.com,48.0,S.BRD TA POLO KEJU,makanan pokok,1,9000.0,2024-05-24,,110.435165772454,-0.772935201743742
4fzevl9ot4d4qx3r9g4o1uq9foht,nuuek@gmail.com,35.0,KANZER BAKSO HOT 55G,makanan gurih,1,9000.0,2024-09-12,,110.434486880045,-0.772886280915215
cw43tqho5u4kfk9oz272fnbuqr9u,78c62@gmail.com,27.0,FOREST PCH480ML,minuman manis,1,9300.0,2024-01-15,,110.43723825534,-0.774013902138259
lv62muh4jnpyuq3qmgkst6c156dm,3ozu3@gmail.com,15.0,SQ GREENTEA 22G,makanan manis,2,13400.0,2024-07-26,,110.435415804315,-0.773332181000162
q4z8egbdkn3rdfk96dw9imxuyyzq,5b18h@gmail.com,40.0,MD ALMOND RING,makanan manis,3,7500.0,2024-04-06,,110.435700144646,-0.773214847972187
e7lwzpqywdlsu75v0oz4zipe2kou,q6lre@gmail.com,28.0,INDF IC RB RD VLT55,makanan pokok,4,4500.0,2024-10-04,,110.43661306019,-0.77338341331022
q63zvaex2a4n9elv8cpyq1cnw099,e0v0a@gmail.com,18.0,SR TWR SPC,makanan pokok,3,15000.0,2024-09-26,,110.436535652524,-0.773676868554213
wj5au3t05yauwn9h4q0pwmuc8l8n,mva7u@gmail.com,24.0,IDM KCNG BUMBU 150G,makanan pokok,2,9900.0,2024-08-14,,110.435892008551,-0.773311948621586
aocoaouae82a2n4njs23s5la63b3,smjmc@gmail.com,26.0,KNZLER SNGLES ORG 65,makanan gurih,1,9000.0,2024-08-30,,110.435845599692,-0.773648695025315
zpkfkf8b77gsk0wft62kdrghi4xq,9yqpv@gmail.com,47.0,INDOMIE RDG 91G,makanan pokok,2,3100.0,2024-08-23,,110.434993202345,-0.771862922183893
tvjq46og8i101ewtbojsykg6i5ni,byr1g@gmail.com,57.0,ICHITAN MLK BRWN 300,minuman manis,3,9900.0,2024-02-25,,110.433961567127,-0.773025143428655
hg3g6i8mq66w77gn3pgk9yvrebdh,mezij@gmail.com,52.0,KNZLER SNGLES ORG 65,makanan gurih,2,9000.0,2024-02-27,,110.435717858449,-0.773265497394337
25ydozrmz5evh0ulljb3e7aluhnn,aaex2@gmail.com,39.0,CIMORY BLYC120G,minuman manis,3,8500.0,2024-03-09,,110.434459062245,-0.772778098339338
kpyk3qgpuefvd4b9h4eszricpdcm,yqj8w@gmail.com,44.0,KNZLER SNGLES ORG 65,makanan gurih,4,9000.0,2024-02-06,,110.43630373636,-0.77174213076545
gk6y6crohgh7wkidxzvec490udi6,xdte5@gmail.com,26.0,GG SURYA CKT16,produk dewasa,1,36700.0,2024-11-13,,110.435267816391,-0.77314389013143
jxfq3lbfoagfo1a7v4usk15fp1em,uuqsb@gmail.com,40.0,GG SURYA CKT16,produk dewasa,2,36700.0,2024-12-24,,110.436655532104,-0.774435990799128
gkq0rsrqluty56kutfgcoexfmf76,pzdj7@gmail.com,17.0,CHUPA GUM FR11G,makanan manis,1,5500.0,2024-06-26,,110.437419551928,-0.774049001880993
vwgz1yxtelsye6ptwi8u9e2tppdj,oi5xs@gmail.com,34.0,BENG2 SHARE 10S,makanan manis,3,16400.0,2024-07-20,,110.435645982291,-0.774290535381695
o4qf9hk10zkcdi0kg46ezlo7w51u,mq7yl@gmail.com,17.0,GATSBY CLG. D/OCN. 175,personal hygiene,1,22000.0,2024-07-16,,110.436931137938,-0.772929501927238
q56zijscb8v81p5bjk6eggzf3b76,uf8lp@gmail.com,46.0,IDM KCNG BUMBU 150G,makanan pokok,3,9900.0,2024-07-17,,110.435230563965,-0.772830178326562
tys4ius4051q5y9478lz46zpmsk6,72df4@gmail.com,55.0,ICHITAN MLK BRWN 300,minuman manis,4,9900.0,2024-09-07,,110.435585666489,-0.773399544290999
vi2nml74gpdbne8xee91iyvsaw40,22bg7@gmail.com,39.0,KP POLOS,unknown,4,500.0,2024-11-20,,110.434847425012,-0.771898427667004
ss3spq1j1wrxgc8akuc6k9q7920r,xkeso@gmail.com,47.0,CCBB STR STK 5S,makanan gurih,2,16800.0,2024-04-29,,110.43571229823,-0.773661253256079
wj5au3t05yauwn9h4q0pwmuc8l8n,mva7u@gmail.com,24.0,ULTRA FC 250 ML,minuman manis,3,7500.0,2024-04-05,,110.435105897048,-0.77249154174531
hi52b0jk6zxg3rngp4berwi01j3v,4xsfn@gmail.com,50.0,AQUA AIR MINERAL 1500,minuman sehat,3,6600.0,2024-11-22,,110.435019703363,-0.773509144953638
8gvawe84eauowueunh7c8g5gtdvc,orgen@gmail.com,57.0,AQUA AIR MINERAL 600,minuman sehat,3,3500.0,2024-02-26,,110.435260546896,-0.773845336246515
gkq0rsrqluty56kutfgcoexfmf76,pzdj7@gmail.com,17.0,KANZER BAKSO HOT 55G,makanan gurih,4,9000.0,2024-03-10,,110.433717528696,-0.772731682516398
q56zijscb8v81p5bjk6eggzf3b76,uf8lp@gmail.com,46.0,FOREST PCH480ML,minuman manis,4,9300.0,2024-02-12,,110.435140755939,-0.772793651002067
842uk8dmirxl4rxwl5s6m6boautu,9fz2v@gmail.com,50.0,S.BRD TA POLO KEJU,makanan pokok,4,9000.0,2024-12-03,,110.436285727524,-0.773207181085537
yss2fpc6uiw0iyvqvtd2s9w4fcge,5mx7o@gmail.com,50.0,GD GCPN 250ML,minuman manis,3,7700.0,2024-01-22,,110.435406360932,-0.773473378041797
pahle977w7o5yn949h2w4a7ipaku,e536m@gmail.com,17.0,BENG2 SHARE 10S,makanan manis,2,16400.0,2024-05-08,,110.435675744232,-0.773495528736144
vwgz1yxtelsye6ptwi8u9e2tppdj,oi5xs@gmail.com,34.0,YUPI NEON 45G,makanan manis,2,5500.0,2024-01-24,,110.437029951733,-0.771998842926617
cw43tqho5u4kfk9oz272fnbuqr9u,78c62@gmail.com,27.0,INDF IC RB RD VLT55,makanan pokok,1,4500.0,2024-04-29,,110.435995891194,-0.772518121945436
its4ymdgljyis2fi21nd9thsk8wa,xj7rr@gmail.com,56.0,INDF IC RB RD VLT55,makanan pokok,2,4500.0,2024-06-25,,110.435750443014,-0.773257835496035
o4qf9hk10zkcdi0kg46ezlo7w51u,mq7yl@gmail.com,17.0,KNZLR SGL GJ65G,makanan gurih,2,8900.0,2024-10-13,,110.436660449044,-0.773652038717895
8d42f43dejwi6vygfm57ql8rr5vu,kdaox@gmail.com,27.0,CHUPA GUM FR11G,makanan manis,1,5500.0,2024-07-26,,110.437664212803,-0.773166068227524
sg89ckc9u1w0bojptjldka5xh8gh,r5dwv@gmail.com,39.0,CIMORY BLYC120G,minuman manis,4,8500.0,2024-07-06,,110.435700676953,-0.772452804674866
o4qf9hk10zkcdi0kg46ezlo7w51u,mq7yl@gmail.com,17.0,AQUA AIR MINERAL 600,minuman sehat,1,3500.0,2024-03-13,,110.436827489002,-0.772971577591122
5qmmkfu5m86ktcsrm5db1gtmouvc,ht0on@gmail.com,49.0,KNZLER SNGLES ORG 65,makanan gurih,1,9000.0,2024-11-18,,110.437435461196,-0.772810394896332
q4z8egbdkn3rdfk96dw9imxuyyzq,5b18h@gmail.com,40.0,BENG2 SHARE 10S,makanan manis,3,16400.0,2024-11-14,,110.434714643587,-0.772983166058215
wj5au3t05yauwn9h4q0pwmuc8l8n,mva7u@gmail.com,24.0,CCBB STR STK 5S,makanan gurih,3,16800.0,2024-09-16,,110.435579187726,-0.773373577525749
ixjzypetoch9df2f26ne1d1oyi0m,e4io4@gmail.com,27.0,TEREA PRPL WAVE 20S,unknown,1,30000.0,2024-07-31,,110.436230257981,-0.77407001355152
q63zvaex2a4n9elv8cpyq1cnw099,e0v0a@gmail.com,18.0,SR TWR SPC,makanan pokok,1,15000.0,2024-08-07,,110.435559369728,-0.773007591920517
n10i9uzi9i1by7214cplxvwufevk,sfv48@gmail.com,40.0,IDM KCNG BUMBU 150G,makanan pokok,1,9900.0,2024-01-21,,110.433954264583,-0.772861807613527
tys4ius4051q5y9478lz46zpmsk6,72df4@gmail.com,55.0,IDM KCNG BUMBU 150G,makanan pokok,2,9900.0,2024-02-08,,110.435174412414,-0.773076652993627
n10i9uzi9i1by7214cplxvwufevk,sfv48@gmail.com,40.0,POKKA GRN TEA NS 450,minuman sehat,1,10200.0,2024-07-10,,110.43379682307,-0.773504090144541
gdp3vsci5bwlzpzbeivqj4io26vs,9ri7g@gmail.com,51.0,AQUA AIR MINERAL 1500,minuman sehat,1,6600.0,2024-08-24,,110.437019349967,-0.772872626735571
7qgm92vcz2dc7gyos0nbozlsw0la,4m8cu@gmail.com,41.0,IDM KCNG BUMBU 150G,makanan pokok,3,9900.0,2024-11-24,,110.435927331314,-0.773712535798891
gkq0rsrqluty56kutfgcoexfmf76,pzdj7@gmail.com,17.0,KNZLR SGL GJ65G,makanan gurih,1,8900.0,2024-03-26,,110.435665073962,-0.77243407942651
0zibfx7nflamwhywmxj8k7tmf85c,scqai@gmail.com,56.0,GD GCPN 250ML,minuman manis,4,7700.0,2024-09-12,,110.437149612752,-0.773237083394781
iw80wae9vysd0qv1pjtdff7i44h1,0p2q9@gmail.com,54.0,CHUPA BELT 8G,makanan manis,3,3000.0,2024-01-21,,110.435882490297,-0.773812546489668
7qgm92vcz2dc7gyos0nbozlsw0la,4m8cu@gmail.com,41.0,GATSBY CLG. D/OCN. 175,personal hygiene,3,22000.0,2024-12-17,,110.435929647702,-0.773320484948255
tllraaoqqbnvsny5aprcnbl112h3,tyuq5@gmail.com,51.0,AQUA AIR MINERAL 1500,minuman sehat,3,6600.0,2024-02-21,,110.437727380597,-0.773071724131507
zmi3b75y9g5fbe58vxr6uk4ylxg8,66ogl@gmail.com,35.0,GATSBY CLG. D/OCN. 175,personal hygiene,3,22000.0,2024-12-17,,110.435343393127,-0.77358177040538
gksvu1ysvmys8tn75gcevwb9ntlv,dqw5a@gmail.com,40.0,GD GCPN 250ML,minuman manis,4,7700.0,2024-08-28,,110.435699146769,-0.773231923639551
5qnoytiyjqih5rv99mnwctq6n27t,whbfo@gmail.com,16.0,S.BRD TA CHOCO FLAT,makanan manis,4,10000.0,2024-01-10,,110.435779902733,-0.77330733292187
gkq0rsrqluty56kutfgcoexfmf76,pzdj7@gmail.com,17.0,INDF IC RB RD VLT55,makanan pokok,3,4500.0,2024-07-17,,110.434241443877,-0.773833727242244
abce4i7klp5imm2ikwj4nh9vlz70,t2nzo@gmail.com,52.0,B/P MANGGA HARUM MNS,makanan manis,1,10000.0,2024-04-02,,110.43524922896,-0.772446939558829
9spta3sji5dr5efhtw6h1o4b9tve,wa7tp@gmail.com,25.0,KANZER BAKSO HOT 55G,makanan gurih,3,9000.0,2024-11-04,,110.434856358779,-0.772591197559191
gkq0rsrqluty56kutfgcoexfmf76,pzdj7@gmail.com,17.0,CIMORY BLYC120G,minuman manis,4,8500.0,2024-09-24,,110.437811424188,-0.772853743525922
ftqoyk4fq7213ga30sh03yek1eha,4zvdi@gmail.com,58.0,KUSUKA LH 60G,makanan gurih,4,6500.0,2024-12-19,,110.435321578319,-0.774291149018572
wj5au3t05yauwn9h4q0pwmuc8l8n,mva7u@gmail.com,24.0,INDOMIE RDG 91G,makanan pokok,3,3100.0,2024-03-04,,110.436240375286,-0.771899615303274
lv62muh4jnpyuq3qmgkst6c156dm,3ozu3@gmail.com,15.0,SR TWR SPC,makanan pokok,3,15000.0,2024-10-27,,110.436642855493,-0.774184513561792
em1tb069kkesc17xqiv3cgw7fso4,628ho@gmail.com,52.0,WETZ WIPES 30 GRNTEA,personal hygiene,4,17900.0,2024-02-08,,110.435945336136,-0.773065198391423
qmyo9mh1k4afhgyfp5z525mdel76,q43iz@gmail.com,51.0,KNZLER SNGLES ORG 65,makanan gurih,1,9000.0,2024-09-01,,110.434352855303,-0.772989888138972
id4x78m5hyjovogxr61lbyppfu45,su5pt@gmail.com,29.0,TESSA FAC LOONEY TP3,personal hygiene,4,7500.0,2024-04-07,,110.436840359217,-0.774524176163733
i4f9dghptxzvfvmbqzznu1479xxe,a8mh4@gmail.com,24.0,CCBB STR STK 5S,makanan gurih,2,16800.0,2024-07-12,,110.435202071765,-0.772612405095735
8gvawe84eauowueunh7c8g5gtdvc,orgen@gmail.com,57.0,KNZLER SNGLES ORG 65,makanan gurih,1,9000.0,2024-09-05,,110.436528995567,-0.773144056323443
lgf2wkxftoxa4aip44rbhyyd7lks,ygbx4@gmail.com,55.0,KNZLR SGL GJ65G,makanan gurih,2,8900.0,2024-02-21,,110.434756644297,-0.774573244958312
lv62muh4jnpyuq3qmgkst6c156dm,3ozu3@gmail.com,15.0,OREO ORIGINAL 119.5G,makanan manis,1,10000.0,2024-05-01,,110.43578426816,-0.773172452845216
hl7fufmfhgotne6nk38b0qy5u2hv,1xgf8@gmail.com,41.0,FOREST PCH480ML,minuman manis,2,9300.0,2024-01-13,,110.43459543967,-0.773361901003651
evek1lrur3le1s8rcqie8r6auwqj,e57wv@gmail.com,56.0,KANZER BAKSO HOT 55G,makanan gurih,2,9000.0,2024-01-13,,110.435839357917,-0.772731243651683
